1010:0F0B  d00 mov ds,cs:[9596]                   AX=6993 BX=00B1 CX=000D DX=0000 SI=10C6 DI=1072 BP=0000 SP=A276 CS:IP=1010:0F10 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F2C  d00 neg ax                             AX=FCC0 BX=00B1 CX=0000 DX=0000 SI=10C6 DI=99E8 BP=0000 SP=A276 CS:IP=1010:0F2E DS=25CC ES=25CC SS=25CC FLAGS=0287
1010:0F2E  d00 mov cx,00D0h                       AX=FCC0 BX=00B1 CX=00D0 DX=0000 SI=10C6 DI=99E8 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0287
1010:0F31  d00 stosw                              AX=FCC0 BX=00B1 CX=00D0 DX=0000 SI=10C6 DI=99EA BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0287
1010:0F32  d00 add ax,cs:[959E]                   AX=FCF4 BX=00B1 CX=00D0 DX=0000 SI=10C6 DI=99EA BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CF    AX=FCF4 BX=00B1 CX=00CF DX=0000 SI=10C6 DI=99EA BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FCF4 BX=00B1 CX=00CF DX=0000 SI=10C6 DI=99EC BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FD28 BX=00B1 CX=00CF DX=0000 SI=10C6 DI=99EC BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CE    AX=FD28 BX=00B1 CX=00CE DX=0000 SI=10C6 DI=99EC BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F31  d00 stosw                              AX=FD28 BX=00B1 CX=00CE DX=0000 SI=10C6 DI=99EE BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F32  d00 add ax,cs:[959E]                   AX=FD5C BX=00B1 CX=00CE DX=0000 SI=10C6 DI=99EE BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CD    AX=FD5C BX=00B1 CX=00CD DX=0000 SI=10C6 DI=99EE BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F31  d00 stosw                              AX=FD5C BX=00B1 CX=00CD DX=0000 SI=10C6 DI=99F0 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F32  d00 add ax,cs:[959E]                   AX=FD90 BX=00B1 CX=00CD DX=0000 SI=10C6 DI=99F0 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CC    AX=FD90 BX=00B1 CX=00CC DX=0000 SI=10C6 DI=99F0 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F31  d00 stosw                              AX=FD90 BX=00B1 CX=00CC DX=0000 SI=10C6 DI=99F2 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F32  d00 add ax,cs:[959E]                   AX=FDC4 BX=00B1 CX=00CC DX=0000 SI=10C6 DI=99F2 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CB    AX=FDC4 BX=00B1 CX=00CB DX=0000 SI=10C6 DI=99F2 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FDC4 BX=00B1 CX=00CB DX=0000 SI=10C6 DI=99F4 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FDF8 BX=00B1 CX=00CB DX=0000 SI=10C6 DI=99F4 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00CA    AX=FDF8 BX=00B1 CX=00CA DX=0000 SI=10C6 DI=99F4 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FDF8 BX=00B1 CX=00CA DX=0000 SI=10C6 DI=99F6 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FE2C BX=00B1 CX=00CA DX=0000 SI=10C6 DI=99F6 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C9    AX=FE2C BX=00B1 CX=00C9 DX=0000 SI=10C6 DI=99F6 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FE2C BX=00B1 CX=00C9 DX=0000 SI=10C6 DI=99F8 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FE60 BX=00B1 CX=00C9 DX=0000 SI=10C6 DI=99F8 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C8    AX=FE60 BX=00B1 CX=00C8 DX=0000 SI=10C6 DI=99F8 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F31  d00 stosw                              AX=FE60 BX=00B1 CX=00C8 DX=0000 SI=10C6 DI=99FA BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F32  d00 add ax,cs:[959E]                   AX=FE94 BX=00B1 CX=00C8 DX=0000 SI=10C6 DI=99FA BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C7    AX=FE94 BX=00B1 CX=00C7 DX=0000 SI=10C6 DI=99FA BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FE94 BX=00B1 CX=00C7 DX=0000 SI=10C6 DI=99FC BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FEC8 BX=00B1 CX=00C7 DX=0000 SI=10C6 DI=99FC BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C6    AX=FEC8 BX=00B1 CX=00C6 DX=0000 SI=10C6 DI=99FC BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FEC8 BX=00B1 CX=00C6 DX=0000 SI=10C6 DI=99FE BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FEFC BX=00B1 CX=00C6 DX=0000 SI=10C6 DI=99FE BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C5    AX=FEFC BX=00B1 CX=00C5 DX=0000 SI=10C6 DI=99FE BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F31  d00 stosw                              AX=FEFC BX=00B1 CX=00C5 DX=0000 SI=10C6 DI=9A00 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F32  d00 add ax,cs:[959E]                   AX=FF30 BX=00B1 CX=00C5 DX=0000 SI=10C6 DI=9A00 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C4    AX=FF30 BX=00B1 CX=00C4 DX=0000 SI=10C6 DI=9A00 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F31  d00 stosw                              AX=FF30 BX=00B1 CX=00C4 DX=0000 SI=10C6 DI=9A02 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0296
1010:0F32  d00 add ax,cs:[959E]                   AX=FF64 BX=00B1 CX=00C4 DX=0000 SI=10C6 DI=9A02 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C3    AX=FF64 BX=00B1 CX=00C3 DX=0000 SI=10C6 DI=9A02 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FF64 BX=00B1 CX=00C3 DX=0000 SI=10C6 DI=9A04 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FF98 BX=00B1 CX=00C3 DX=0000 SI=10C6 DI=9A04 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C2    AX=FF98 BX=00B1 CX=00C2 DX=0000 SI=10C6 DI=9A04 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F31  d00 stosw                              AX=FF98 BX=00B1 CX=00C2 DX=0000 SI=10C6 DI=9A06 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0282
1010:0F32  d00 add ax,cs:[959E]                   AX=FFCC BX=00B1 CX=00C2 DX=0000 SI=10C6 DI=9A06 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C1    AX=FFCC BX=00B1 CX=00C1 DX=0000 SI=10C6 DI=9A06 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F31  d00 stosw                              AX=FFCC BX=00B1 CX=00C1 DX=0000 SI=10C6 DI=9A08 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0286
1010:0F32  d00 add ax,cs:[959E]                   AX=0000 BX=00B1 CX=00C1 DX=0000 SI=10C6 DI=9A08 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0257
1010:0F37  d00 loop -> 1010:0F31 taken cx=00C0    AX=0000 BX=00B1 CX=00C0 DX=0000 SI=10C6 DI=9A08 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0257
1010:0F31  d00 stosw                              AX=0000 BX=00B1 CX=00C0 DX=0000 SI=10C6 DI=9A0A BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0257
1010:0F32  d00 add ax,cs:[959E]                   AX=0034 BX=00B1 CX=00C0 DX=0000 SI=10C6 DI=9A0A BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BF    AX=0034 BX=00B1 CX=00BF DX=0000 SI=10C6 DI=9A0A BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=0034 BX=00B1 CX=00BF DX=0000 SI=10C6 DI=9A0C BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=0068 BX=00B1 CX=00BF DX=0000 SI=10C6 DI=9A0C BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BE    AX=0068 BX=00B1 CX=00BE DX=0000 SI=10C6 DI=9A0C BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=0068 BX=00B1 CX=00BE DX=0000 SI=10C6 DI=9A0E BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=009C BX=00B1 CX=00BE DX=0000 SI=10C6 DI=9A0E BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BD    AX=009C BX=00B1 CX=00BD DX=0000 SI=10C6 DI=9A0E BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=009C BX=00B1 CX=00BD DX=0000 SI=10C6 DI=9A10 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=00D0 BX=00B1 CX=00BD DX=0000 SI=10C6 DI=9A10 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BC    AX=00D0 BX=00B1 CX=00BC DX=0000 SI=10C6 DI=9A10 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F31  d00 stosw                              AX=00D0 BX=00B1 CX=00BC DX=0000 SI=10C6 DI=9A12 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F32  d00 add ax,cs:[959E]                   AX=0104 BX=00B1 CX=00BC DX=0000 SI=10C6 DI=9A12 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BB    AX=0104 BX=00B1 CX=00BB DX=0000 SI=10C6 DI=9A12 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=0104 BX=00B1 CX=00BB DX=0000 SI=10C6 DI=9A14 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=0138 BX=00B1 CX=00BB DX=0000 SI=10C6 DI=9A14 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00BA    AX=0138 BX=00B1 CX=00BA DX=0000 SI=10C6 DI=9A14 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=0138 BX=00B1 CX=00BA DX=0000 SI=10C6 DI=9A16 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=016C BX=00B1 CX=00BA DX=0000 SI=10C6 DI=9A16 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B9    AX=016C BX=00B1 CX=00B9 DX=0000 SI=10C6 DI=9A16 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=016C BX=00B1 CX=00B9 DX=0000 SI=10C6 DI=9A18 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=01A0 BX=00B1 CX=00B9 DX=0000 SI=10C6 DI=9A18 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0216
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B8    AX=01A0 BX=00B1 CX=00B8 DX=0000 SI=10C6 DI=9A18 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0216
1010:0F31  d00 stosw                              AX=01A0 BX=00B1 CX=00B8 DX=0000 SI=10C6 DI=9A1A BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0216
1010:0F32  d00 add ax,cs:[959E]                   AX=01D4 BX=00B1 CX=00B8 DX=0000 SI=10C6 DI=9A1A BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B7    AX=01D4 BX=00B1 CX=00B7 DX=0000 SI=10C6 DI=9A1A BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=01D4 BX=00B1 CX=00B7 DX=0000 SI=10C6 DI=9A1C BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=0208 BX=00B1 CX=00B7 DX=0000 SI=10C6 DI=9A1C BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B6    AX=0208 BX=00B1 CX=00B6 DX=0000 SI=10C6 DI=9A1C BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=0208 BX=00B1 CX=00B6 DX=0000 SI=10C6 DI=9A1E BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=023C BX=00B1 CX=00B6 DX=0000 SI=10C6 DI=9A1E BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B5    AX=023C BX=00B1 CX=00B5 DX=0000 SI=10C6 DI=9A1E BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=023C BX=00B1 CX=00B5 DX=0000 SI=10C6 DI=9A20 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=0270 BX=00B1 CX=00B5 DX=0000 SI=10C6 DI=9A20 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B4    AX=0270 BX=00B1 CX=00B4 DX=0000 SI=10C6 DI=9A20 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F31  d00 stosw                              AX=0270 BX=00B1 CX=00B4 DX=0000 SI=10C6 DI=9A22 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F32  d00 add ax,cs:[959E]                   AX=02A4 BX=00B1 CX=00B4 DX=0000 SI=10C6 DI=9A22 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B3    AX=02A4 BX=00B1 CX=00B3 DX=0000 SI=10C6 DI=9A22 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=02A4 BX=00B1 CX=00B3 DX=0000 SI=10C6 DI=9A24 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=02D8 BX=00B1 CX=00B3 DX=0000 SI=10C6 DI=9A24 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B2    AX=02D8 BX=00B1 CX=00B2 DX=0000 SI=10C6 DI=9A24 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=02D8 BX=00B1 CX=00B2 DX=0000 SI=10C6 DI=9A26 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=030C BX=00B1 CX=00B2 DX=0000 SI=10C6 DI=9A26 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B1    AX=030C BX=00B1 CX=00B1 DX=0000 SI=10C6 DI=9A26 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=030C BX=00B1 CX=00B1 DX=0000 SI=10C6 DI=9A28 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=0340 BX=00B1 CX=00B1 DX=0000 SI=10C6 DI=9A28 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F37  d00 loop -> 1010:0F31 taken cx=00B0    AX=0340 BX=00B1 CX=00B0 DX=0000 SI=10C6 DI=9A28 BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F31  d00 stosw                              AX=0340 BX=00B1 CX=00B0 DX=0000 SI=10C6 DI=9A2A BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0212
1010:0F32  d00 add ax,cs:[959E]                   AX=0374 BX=00B1 CX=00B0 DX=0000 SI=10C6 DI=9A2A BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F37  d00 loop -> 1010:0F31 taken cx=00AF    AX=0374 BX=00B1 CX=00AF DX=0000 SI=10C6 DI=9A2A BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F31  d00 stosw                              AX=0374 BX=00B1 CX=00AF DX=0000 SI=10C6 DI=9A2C BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0206
1010:0F32  d00 add ax,cs:[959E]                   AX=03A8 BX=00B1 CX=00AF DX=0000 SI=10C6 DI=9A2C BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00AE    AX=03A8 BX=00B1 CX=00AE DX=0000 SI=10C6 DI=9A2C BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=03A8 BX=00B1 CX=00AE DX=0000 SI=10C6 DI=9A2E BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=03DC BX=00B1 CX=00AE DX=0000 SI=10C6 DI=9A2E BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F37  d00 loop -> 1010:0F31 taken cx=00AD    AX=03DC BX=00B1 CX=00AD DX=0000 SI=10C6 DI=9A2E BP=0000 SP=A276 CS:IP=1010:0F31 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F31  d00 stosw                              AX=03DC BX=00B1 CX=00AD DX=0000 SI=10C6 DI=9A30 BP=0000 SP=A276 CS:IP=1010:0F32 DS=25CC ES=25CC SS=25CC FLAGS=0202
1010:0F32  d00 add ax,cs:[959E]                   AX=0410 BX=00B1 CX=00AD DX=0000 SI=10C6 DI=9A30 BP=0000 SP=A276 CS:IP=1010:0F37 DS=25CC ES=25CC SS=25CC FLAGS=0212
