stopped after 5000 steps
AX=0055 BX=32FF CX=0000 DX=17B0 SI=FFEC DI=FFED BP=0000 SP=0080 CS:IP=32FF:009B DS=102D ES=1798 SS=3324 FLAGS=0646

2376:0010  d00 mov bp,ax                          AX=0000 BX=0000 CX=0000 DX=0000 SI=0000 DI=0000 BP=0000 SP=0080 CS:IP=2376:0012 DS=1000 ES=1000 SS=3324 FLAGS=0202
32FF:0074  d00 jnb -> 32FF:007A taken             AX=0FFF BX=32FF CX=0004 DX=22FF SI=FFF1 DI=000F BP=0000 SP=0080 CS:IP=32FF:007A DS=1376 ES=32FE SS=3324 FLAGS=0616
32FF:007A  d00 shift/4 ax,4                       AX=FFF0 BX=32FF CX=0004 DX=22FF SI=FFF1 DI=000F BP=0000 SP=0080 CS:IP=32FF:007C DS=1376 ES=32FE SS=3324 FLAGS=0696
32FF:007C  d00 add di,ax                          AX=FFF0 BX=32FF CX=0004 DX=22FF SI=FFF1 DI=FFFF BP=0000 SP=0080 CS:IP=32FF:007E DS=1376 ES=32FE SS=3324 FLAGS=0686
32FF:007E  d00 mov es,dx                          AX=FFF0 BX=32FF CX=0004 DX=22FF SI=FFF1 DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0080 DS=1376 ES=22FF SS=3324 FLAGS=0686
32FF:0080  d00 lodsb                              AX=FFB0 BX=32FF CX=0004 DX=22FF SI=FFF0 DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0081 DS=1376 ES=22FF SS=3324 FLAGS=0686
32FF:0081  d00 mov dl,al                          AX=FFB0 BX=32FF CX=0004 DX=22B0 SI=FFF0 DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0083 DS=1376 ES=22FF SS=3324 FLAGS=0686
32FF:0083  d00 dec si                             AX=FFB0 BX=32FF CX=0004 DX=22B0 SI=FFEF DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0084 DS=1376 ES=22FF SS=3324 FLAGS=0692
32FF:0084  d00 lodsw                              AX=0004 BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0085 DS=1376 ES=22FF SS=3324 FLAGS=0692
32FF:0085  d00 mov cx,ax                          AX=0004 BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0087 DS=1376 ES=22FF SS=3324 FLAGS=0692
32FF:0087  d00 inc si                             AX=0004 BX=32FF CX=0004 DX=22B0 SI=FFEE DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0088 DS=1376 ES=22FF SS=3324 FLAGS=0686
32FF:0088  d00 mov al,dl                          AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFEE DI=FFFF BP=0000 SP=0080 CS:IP=32FF:008A DS=1376 ES=22FF SS=3324 FLAGS=0686
32FF:008A  d00 and al,FEh                         AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFEE DI=FFFF BP=0000 SP=0080 CS:IP=32FF:008C DS=1376 ES=22FF SS=3324 FLAGS=0682
32FF:008C  d00 cmp al,B0h                         AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFEE DI=FFFF BP=0000 SP=0080 CS:IP=32FF:008E DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:008E  d00 jnz -> 32FF:0090 not               AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFEE DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0090 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0090  d00 lodsb                              AX=00FF BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFF BP=0000 SP=0080 CS:IP=32FF:0091 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0091  d00 rep stosb ; 4                      AX=00FF BX=32FF CX=0000 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0093 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0093  d00 jmp short -> 32FF:009B             AX=00FF BX=32FF CX=0000 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:009B DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:009B  d00 mov al,dl                          AX=00B0 BX=32FF CX=0000 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:009D DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:009D  d00 test al,1h                         AX=00B0 BX=32FF CX=0000 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:009F DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:009F  d00 jz -> 32FF:0052 taken              AX=00B0 BX=32FF CX=0000 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0052 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0052  d00 mov cl,04h                         AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0054 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0054  d00 mov ax,si                          AX=FFED BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0056 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0056  d00 not ax                             AX=0012 BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0058 DS=1376 ES=22FF SS=3324 FLAGS=0646
32FF:0058  d00 shift/5 ax,4                       AX=0001 BX=32FF CX=0004 DX=22B0 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:005A DS=1376 ES=22FF SS=3324 FLAGS=0602
32FF:005A  d00 mov dx,ds                          AX=0001 BX=32FF CX=0004 DX=1376 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:005C DS=1376 ES=22FF SS=3324 FLAGS=0602
32FF:005C  d00 sub dx,ax                          AX=0001 BX=32FF CX=0004 DX=1375 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:005E DS=1376 ES=22FF SS=3324 FLAGS=0602
32FF:005E  d00 jnb -> 32FF:0064 taken             AX=0001 BX=32FF CX=0004 DX=1375 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0064 DS=1376 ES=22FF SS=3324 FLAGS=0602
32FF:0064  d00 shift/4 ax,4                       AX=0010 BX=32FF CX=0004 DX=1375 SI=FFED DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0066 DS=1376 ES=22FF SS=3324 FLAGS=0602
32FF:0066  d00 add si,ax                          AX=0010 BX=32FF CX=0004 DX=1375 SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0068 DS=1376 ES=22FF SS=3324 FLAGS=0682
32FF:0068  d00 mov ds,dx                          AX=0010 BX=32FF CX=0004 DX=1375 SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:006A DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:006A  d00 mov ax,di                          AX=FFFB BX=32FF CX=0004 DX=1375 SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:006C DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:006C  d00 not ax                             AX=0004 BX=32FF CX=0004 DX=1375 SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:006E DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:006E  d00 shift/5 ax,4                       AX=0000 BX=32FF CX=0004 DX=1375 SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0070 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0070  d00 mov dx,es                          AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0072 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0072  d00 sub dx,ax                          AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0074 DS=1375 ES=22FF SS=3324 FLAGS=0606
32FF:0074  d00 jnb -> 32FF:007A taken             AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:007A DS=1375 ES=22FF SS=3324 FLAGS=0606
32FF:007A  d00 shift/4 ax,4                       AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:007C DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:007C  d00 add di,ax                          AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:007E DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:007E  d00 mov es,dx                          AX=0000 BX=32FF CX=0004 DX=22FF SI=FFFD DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0080 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0080  d00 lodsb                              AX=00B2 BX=32FF CX=0004 DX=22FF SI=FFFC DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0081 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0081  d00 mov dl,al                          AX=00B2 BX=32FF CX=0004 DX=22B2 SI=FFFC DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0083 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0083  d00 dec si                             AX=00B2 BX=32FF CX=0004 DX=22B2 SI=FFFB DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0084 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0084  d00 lodsw                              AX=0062 BX=32FF CX=0004 DX=22B2 SI=FFF9 DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0085 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0085  d00 mov cx,ax                          AX=0062 BX=32FF CX=0062 DX=22B2 SI=FFF9 DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0087 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0087  d00 inc si                             AX=0062 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0088 DS=1375 ES=22FF SS=3324 FLAGS=0686
32FF:0088  d00 mov al,dl                          AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:008A DS=1375 ES=22FF SS=3324 FLAGS=0686
32FF:008A  d00 and al,FEh                         AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:008C DS=1375 ES=22FF SS=3324 FLAGS=0686
32FF:008C  d00 cmp al,B0h                         AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:008E DS=1375 ES=22FF SS=3324 FLAGS=0602
32FF:008E  d00 jnz -> 32FF:0095 taken             AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0095 DS=1375 ES=22FF SS=3324 FLAGS=0602
32FF:0095  d00 cmp al,B2h                         AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0097 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0097  d00 jnz -> 32FF:0099 not               AX=00B2 BX=32FF CX=0062 DX=22B2 SI=FFFA DI=FFFB BP=0000 SP=0080 CS:IP=32FF:0099 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0099  d00 rep movsb ; 98                     AX=00B2 BX=32FF CX=0000 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:009B DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:009B  d00 mov al,dl                          AX=00B2 BX=32FF CX=0000 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:009D DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:009D  d00 test al,1h                         AX=00B2 BX=32FF CX=0000 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:009F DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:009F  d00 jz -> 32FF:0052 taken              AX=00B2 BX=32FF CX=0000 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0052 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0052  d00 mov cl,04h                         AX=00B2 BX=32FF CX=0004 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0054 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0054  d00 mov ax,si                          AX=FF98 BX=32FF CX=0004 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0056 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0056  d00 not ax                             AX=0067 BX=32FF CX=0004 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0058 DS=1375 ES=22FF SS=3324 FLAGS=0646
32FF:0058  d00 shift/5 ax,4                       AX=0006 BX=32FF CX=0004 DX=22B2 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:005A DS=1375 ES=22FF SS=3324 FLAGS=0606
32FF:005A  d00 mov dx,ds                          AX=0006 BX=32FF CX=0004 DX=1375 SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:005C DS=1375 ES=22FF SS=3324 FLAGS=0606
32FF:005C  d00 sub dx,ax                          AX=0006 BX=32FF CX=0004 DX=136F SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:005E DS=1375 ES=22FF SS=3324 FLAGS=0616
32FF:005E  d00 jnb -> 32FF:0064 taken             AX=0006 BX=32FF CX=0004 DX=136F SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0064 DS=1375 ES=22FF SS=3324 FLAGS=0616
32FF:0064  d00 shift/4 ax,4                       AX=0060 BX=32FF CX=0004 DX=136F SI=FF98 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0066 DS=1375 ES=22FF SS=3324 FLAGS=0616
32FF:0066  d00 add si,ax                          AX=0060 BX=32FF CX=0004 DX=136F SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0068 DS=1375 ES=22FF SS=3324 FLAGS=0682
32FF:0068  d00 mov ds,dx                          AX=0060 BX=32FF CX=0004 DX=136F SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:006A DS=136F ES=22FF SS=3324 FLAGS=0682
32FF:006A  d00 mov ax,di                          AX=FF99 BX=32FF CX=0004 DX=136F SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:006C DS=136F ES=22FF SS=3324 FLAGS=0682
32FF:006C  d00 not ax                             AX=0066 BX=32FF CX=0004 DX=136F SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:006E DS=136F ES=22FF SS=3324 FLAGS=0682
32FF:006E  d00 shift/5 ax,4                       AX=0006 BX=32FF CX=0004 DX=136F SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0070 DS=136F ES=22FF SS=3324 FLAGS=0606
32FF:0070  d00 mov dx,es                          AX=0006 BX=32FF CX=0004 DX=22FF SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0072 DS=136F ES=22FF SS=3324 FLAGS=0606
32FF:0072  d00 sub dx,ax                          AX=0006 BX=32FF CX=0004 DX=22F9 SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:0074 DS=136F ES=22FF SS=3324 FLAGS=0606
32FF:0074  d00 jnb -> 32FF:007A taken             AX=0006 BX=32FF CX=0004 DX=22F9 SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:007A DS=136F ES=22FF SS=3324 FLAGS=0606
32FF:007A  d00 shift/4 ax,4                       AX=0060 BX=32FF CX=0004 DX=22F9 SI=FFF8 DI=FF99 BP=0000 SP=0080 CS:IP=32FF:007C DS=136F ES=22FF SS=3324 FLAGS=0606
32FF:007C  d00 add di,ax                          AX=0060 BX=32FF CX=0004 DX=22F9 SI=FFF8 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:007E DS=136F ES=22FF SS=3324 FLAGS=0686
32FF:007E  d00 mov es,dx                          AX=0060 BX=32FF CX=0004 DX=22F9 SI=FFF8 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:0080 DS=136F ES=22F9 SS=3324 FLAGS=0686
32FF:0080  d00 lodsb                              AX=00B0 BX=32FF CX=0004 DX=22F9 SI=FFF7 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:0081 DS=136F ES=22F9 SS=3324 FLAGS=0686
32FF:0081  d00 mov dl,al                          AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFF7 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:0083 DS=136F ES=22F9 SS=3324 FLAGS=0686
32FF:0083  d00 dec si                             AX=00B0 BX=32FF CX=0004 DX=22B0 SI=FFF6 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:0084 DS=136F ES=22F9 SS=3324 FLAGS=0686
32FF:0084  d00 lodsw                              AX=0009 BX=32FF CX=0004 DX=22B0 SI=FFF4 DI=FFF9 BP=0000 SP=0080 CS:IP=32FF:0085 DS=136F ES=22F9 SS=3324 FLAGS=0686
