1010:C6FC  d03 mov ax,[0244]                      AX=7D04 BX=0008 CX=3B20 DX=0410 SI=1314 DI=7D04 BP=FFFF SP=A272 CS:IP=1010:C700 DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:C71E  d04 jnz -> 1010:C713 taken             AX=12CD BX=0008 CX=3B20 DX=0410 SI=14DA DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C713 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C713  d04 lodsw                              AX=12DA BX=0008 CX=3B20 DX=0410 SI=14DC DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C714 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C714  d04 cmp ax,ds:[21AA]                   AX=12DA BX=0008 CX=3B20 DX=0410 SI=14DC DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C718 DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C718  d04 jnz -> 1010:C71B taken             AX=12DA BX=0008 CX=3B20 DX=0410 SI=14DC DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71B DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C71B  d04 cmp ax,FFFFh                       AX=12DA BX=0008 CX=3B20 DX=0410 SI=14DC DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71E DS=25CC ES=7000 SS=25CC FLAGS=0217
1010:C71E  d04 jnz -> 1010:C713 taken             AX=12DA BX=0008 CX=3B20 DX=0410 SI=14DC DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C713 DS=25CC ES=7000 SS=25CC FLAGS=0217
1010:C713  d04 lodsw                              AX=12E8 BX=0008 CX=3B20 DX=0410 SI=14DE DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C714 DS=25CC ES=7000 SS=25CC FLAGS=0217
1010:C714  d04 cmp ax,ds:[21AA]                   AX=12E8 BX=0008 CX=3B20 DX=0410 SI=14DE DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C718 DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C718  d04 jnz -> 1010:C71B taken             AX=12E8 BX=0008 CX=3B20 DX=0410 SI=14DE DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71B DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C71B  d04 cmp ax,FFFFh                       AX=12E8 BX=0008 CX=3B20 DX=0410 SI=14DE DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71E DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C71E  d04 jnz -> 1010:C713 taken             AX=12E8 BX=0008 CX=3B20 DX=0410 SI=14DE DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C713 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C713  d04 lodsw                              AX=12F6 BX=0008 CX=3B20 DX=0410 SI=14E0 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C714 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C714  d04 cmp ax,ds:[21AA]                   AX=12F6 BX=0008 CX=3B20 DX=0410 SI=14E0 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C718 DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C718  d04 jnz -> 1010:C71B taken             AX=12F6 BX=0008 CX=3B20 DX=0410 SI=14E0 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71B DS=25CC ES=7000 SS=25CC FLAGS=0287
1010:C71B  d04 cmp ax,FFFFh                       AX=12F6 BX=0008 CX=3B20 DX=0410 SI=14E0 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71E DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C71E  d04 jnz -> 1010:C713 taken             AX=12F6 BX=0008 CX=3B20 DX=0410 SI=14E0 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C713 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C713  d04 lodsw                              AX=1303 BX=0008 CX=3B20 DX=0410 SI=14E2 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C714 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C714  d04 cmp ax,ds:[21AA]                   AX=1303 BX=0008 CX=3B20 DX=0410 SI=14E2 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C718 DS=25CC ES=7000 SS=25CC FLAGS=0293
1010:C718  d04 jnz -> 1010:C71B taken             AX=1303 BX=0008 CX=3B20 DX=0410 SI=14E2 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71B DS=25CC ES=7000 SS=25CC FLAGS=0293
1010:C71B  d04 cmp ax,FFFFh                       AX=1303 BX=0008 CX=3B20 DX=0410 SI=14E2 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71E DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C71E  d04 jnz -> 1010:C713 taken             AX=1303 BX=0008 CX=3B20 DX=0410 SI=14E2 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C713 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C713  d04 lodsw                              AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C714 DS=25CC ES=7000 SS=25CC FLAGS=0213
1010:C714  d04 cmp ax,ds:[21AA]                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C718 DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:C718  d04 jnz -> 1010:C71A not               AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A270 CS:IP=1010:C71A DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:C71A  d03 ret near -> 1010:C706              AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A272 CS:IP=1010:C706 DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:C706  d02 ret near -> 1010:0D11              AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A274 CS:IP=1010:0D11 DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:0D11  d02 cmp ds:[BB80],0000h                AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A274 CS:IP=1010:0D16 DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:0D16  d02 jz -> 1010:0D1D taken              AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A274 CS:IP=1010:0D1D DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:0D1D  d02 pop bp                             AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=1314 SP=A276 CS:IP=1010:0D1E DS=25CC ES=7000 SS=25CC FLAGS=0246
1010:0D1E  d02 dec bp                             AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=1313 SP=A276 CS:IP=1010:0D1F DS=25CC ES=7000 SS=25CC FLAGS=0202
1010:0D1F  d02 dec bp                             AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=1312 SP=A276 CS:IP=1010:0D20 DS=25CC ES=7000 SS=25CC FLAGS=0206
1010:0D20  d02 mov bp,ss:[bp+0]                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D23 DS=25CC ES=7000 SS=25CC FLAGS=0206
1010:0D23  d02 cmp cs:[C5B0],01h                  AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D29 DS=25CC ES=7000 SS=25CC FLAGS=0297
1010:0D29  d02 jz -> 1010:0D2B not                AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D2B DS=25CC ES=7000 SS=25CC FLAGS=0297
1010:0D2B  d02 mov bp,FFFFh                       AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D2E DS=25CC ES=7000 SS=25CC FLAGS=0297
1010:0D2E  d02 mov ds,cs:[9598]                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D33 DS=7000 ES=7000 SS=25CC FLAGS=0297
1010:0D33  d02 mov es,cs:[0BDC]                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=7D04 BP=FFFF SP=A276 CS:IP=1010:0D38 DS=7000 ES=77D1 SS=25CC FLAGS=0297
1010:0D38  d02 mov di,cs:[0BDA]                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=14E4 DI=0000 BP=FFFF SP=A276 CS:IP=1010:0D3D DS=7000 ES=77D1 SS=25CC FLAGS=0297
1010:0D3D  d02 xor si,si                          AX=1314 BX=0008 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:0D3F DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:0D3F  d02 jmp near -> 1010:5BAC              AX=1314 BX=0008 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:5BAC DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:5BAC  d02 mov cs:[5BAA],bp                   AX=1314 BX=0008 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:5BB1 DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:5BB1  d02 mov cs:[5BA8],FFFFh                AX=1314 BX=0008 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:5BB8 DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:5BB8  d02 mov bx,cs:[95BC]                   AX=1314 BX=0000 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:5BBD DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:5BBD  d02 shift/4 bx,1                       AX=1314 BX=0000 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:5BBF DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:5BBF  d02 jmp cs:[bx+23492]                  AX=1314 BX=0000 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:450C DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:450C  HOOK overkill_expand_4plane_list_450c AX=1314 BX=0000 CX=3B20 DX=0410 SI=0000 DI=0000 BP=FFFF SP=A276 CS:IP=1010:450C DS=7000 ES=77D1 SS=25CC FLAGS=0256 -> AX=0000 BX=45E6 CX=0000 DX=0000 SI=7D04 DI=3E84 BP=FFFF SP=A276 CS:IP=1010:44AA DS=7000 ES=77D1 SS=25CC FLAGS=0256
1010:44AA  d02 mov ds,cs:[9596]                   AX=0000 BX=45E6 CX=0000 DX=0000 SI=7D04 DI=3E84 BP=FFFF SP=A276 CS:IP=1010:44AF DS=25CC ES=77D1 SS=25CC FLAGS=0256
1010:44AF  d01 ret near -> 1010:96BC              AX=0000 BX=45E6 CX=0000 DX=0000 SI=7D04 DI=3E84 BP=FFFF SP=A278 CS:IP=1010:96BC DS=25CC ES=77D1 SS=25CC FLAGS=0256
1010:96BC  d02 call near -> 1010:5800 ret=96BF    AX=0000 BX=45E6 CX=0000 DX=0000 SI=7D04 DI=3E84 BP=FFFF SP=A276 CS:IP=1010:5800 DS=25CC ES=77D1 SS=25CC FLAGS=0256
1010:5800  d03 call near -> 1010:580B ret=5803    AX=0000 BX=45E6 CX=0000 DX=0000 SI=7D04 DI=3E84 BP=FFFF SP=A274 CS:IP=1010:580B DS=25CC ES=77D1 SS=25CC FLAGS=0256
